name	url	region	city	address
Silva BJJ Lancaster CA (Aloisio Silva BJJ Associated Academy)	https://silvabjj.com/	CA	Lancaster	44219 Sierra Hwy unit K
Silva BJJ Lawndale CA (Aloisio Silva Affiliated Academy)	https://www.facebook.com/SilvaArmy/	CA	Lawndale	4646 Manhattan Beach Blvd.
Silver 7 Martial Arts	https://silver7martialarts.com	ON	Kanata	737 Silver Seven Rd
Silverback Brazilian Jiu Jitsu	https://www.silverbackbjjfw.com/	TX	Fort Worth	5769 Westcreek Dr
Silverback Jiu Jitsu	https://www.silverbacksoulbjj.com	NM	Clovis	1012 Main St, Clovis, NM 88101
Simmons Academy of Wrestling	https://www.mindbodyonline.com/explore/locations/simmons-academy-of-wrestling	MI	Lansing	1109 River St
Sindalu Brazilian Jiu-Jitsu Albuquerque	https://www.sindalubjj.com	NM	Albuquerque	3614 High St NE, Albuquerque, NM 87107
Sindalu Brazilian Jiu-Jitsu Portales	https://www.sindalubjj.com	NM	Portales	1608 E Spruce St #400, Portales, NM 88130
Six Blades Austin	https://www.sixblades.com/	TX	Austin	
Six Blades Jiu-Jitsu Fort Worth	https://jiujitsufortworth.com	TX	Fort Worth	
Skinner's Martial Arts	https://www.skinnersmartialarts.com/	KY	Grand Rivers	
SmartJits Brazilian Jiu Jitsu Academy	https://smartjits.life	NM	Albuquerque	8520 Pan American Fwy NE, Albuquerque, NM 87113
Smith Brazilian Jiu-Jitsu	https://www.smithbjj.com/	GA	McDonough	1461 Hwy 20 W
Snake Pit U.S.A. MMA	https://snakepitusamma.com	NJ	Galloway	
Socius BJJ	https://www.sociusbjj.com	MB	Winnipeg	Unit 5, 1455 Waverley St, Winnipeg, MB R3T 5Y6
Sol BJJ - Brazilian Jiu Jitsu Classes in Phoenix	https://solbjj.com/	AZ	Phoenix	
Solid Ground Brazilian Jiu-Jitsu	https://www.solidgroundbjj.com/	AZ	Queen Creek	
Son Of Siam Martial Arts	https://www.sonofsiam.com	KY	Erlanger	32 Kenton Lands Road
Sonoran Brazilian Jiu Jitsu	https://www.sonoranbjj.com	AZ	Tucson	4410 E. Grant Rd
Soul Fighters Headquarters	https://www.soulfightershq.com/	AZ	Tempe	
Soul Fighters Martial Arts Training Center - Allen	https://soulfightersallen.com/	TX	Allen	1223 W. McDermott Dr. #100
South Boston BJJ	https://southbostonbjj.com	MA	Boston	
South Island Brazilian Jiu-Jitsu	https://www.sibjj.com	BC	Duncan	The HUB at Cowichan Station, 2375 Koksilah Rd, Duncan, BC
South Mountain Brazilian Jiu Jitsu & Self Defense	https://southmountainjiujitsu.com/	AZ	Phoenix	
South Prospect Martial Arts Gym	https://southprospectgym.quest/	OH	Ravenna	4948 S Prospect St
South Texas Grappling Team	https://south-texas-grappling-team.ueniweb.com/	TX	San Benito	2400 Highway 77 Building Y
Southeast Jiu Jitsu	https://www.facebook.com/southeastjiujitsu/	GA	Baxley	51 NE Park Avenue
Southern Karate Jiu-Jitsu	https://www.facebook.com/SouthernKarate/	LA	Covington	330 Falconer Dr
Southern Maryland Martial Arts & Fitness Bryans Road	https://smmafitness.com	MD	Bryans Road	3065 Marshall Hall Rd
Southpaw Fitness	https://www.southpawfitness.com/	GA	Kathleen	820A GA-247 Suite 2
Southside Combat Academy	https://www.facebook.com/wearesouthside/	AZ	Flagstaff	
Southside Martial Arts	https://southsidemartialarts.com	IA	Fort Dodge	1028 S 22nd St, Fort Dodge, IA 50501
Spangler Brazilian Jiu Jitsu Academy	https://www.carybjj.com	NC	Apex	526 E Williams St
Sparks Martial Arts Academy	https://www.sparksmma.com/	VA	Ashburn	21720 Red Rum Dr
Spartan Academy MMA	https://spartanacademymma.com	SC	Columbia	6169 Saint Andrews Rd. Ste 130, Columbia, SC 29212
Spartan Fit MMA - Springtown TX	https://spartanspringtown.com/	TX	Springtown	630 W J E Woody Rd
Spartan Martial Arts	https://spartanmartialartsgym.com	MN	Oakdale	432 Hayward Ave N, Oakdale, MN 55128
