name	url	region	city	address
Prairie Wolfe Jiu Jitsu	https://prairiewolfejiujitsu.com	KS	Wichita	449 N Mosley, Wichita, KS 67202
Precision Jiu Jitsu Spring Mount	https://www.precisionjjspringmount.com	PA	Schwenksville	696 Main St
Precision Martial Arts Academy Flowood	https://www.mississippijiujitsu.com	MS	Flowood	901 Lakeland Pl., Flowood, MS 39232
Precision Submission Grappling	https://www.precisionsubmissiongrappling.com	IA	Clive	2023 NW 92nd Court Suite A, Clive, IA 50325
Premier Combat Center	https://premiercombatcenter.com	NE	Omaha	13540 Discovery Drive, Omaha, NE 68137
Pressure Brazilian Jiu-Jitsu Academy	https://m.facebook.com/pressurebjj17/about/	VA	Harrisonburg	3211 Peoples Dr Suite 120
Preta Jiu Jitsu Academy	https://www.pretaacademy.ca	BC	Kelowna	1044 Richter Street, Kelowna, BC
Pride Martial Arts and Fitness	https://www.pridemartialarts.com	RI	Kingston	1958 Kingstown Road, Kingston, RI 02881
Primal Jiu Jitsu and Mixed Martial Arts	https://www.primaljiujitsuacademy.com	NH	Derry	6 A Street, Derry, NH 03038
Primero Brazilian Jiu Jitsu Academy	https://www.primerobjj.com	AZ	Tucson	908 W. Prince Road
Princeton Brazilian Jiu Jitsu	https://www.princetonbjj.com	NJ	Princeton	
Proboxing, MMA Villa Rica	https://ifa-fitnessclass.business.site/	GA	Villa Rica	Harlan Lane Rd
Procel Brazilian Jiu-Jitsu	https://procelbjj.com	NJ	Jersey City	
Prodigy Jiu-Jitsu	https://www.prodigyjj.com/	OK	Edmond	6775 Boucher Dr Ste 4
Prodigy Martial Arts	https://www.prodigymartialartsmn.com	MN	Blaine	1630 101st Ave NE Suite 190, Blaine, MN 55449
Professional Martial Arts Academy Derry	https://pmaderry.com	NH	Derry	15 E Broadway, Derry, NH 03038
Professional Martial Arts Academy Plaistow	https://pmaplaistow.com	NH	Plaistow	37 Plaistow Rd, Plaistow, NH 03865
Progressive Fighting Academy	https://pfakickboxing.com/	AB	Lethbridge	1720 2 Avenue South, Lethbridge, AB
Progressive Martial Arts Grand Forks	https://progressivemartialartsgf.com	ND	Grand Forks	1604 S Washington Ste B2, Grand Forks ND 58201
Providence BJJ	https://providencebjj.com	RI	Providence	
Proving Grounds Jiu Jitsu & MMA	https://provinggroundsjj.com/	MI	Shelby Township	46825 Hayes Rd
Prowess Brazilian Jiu-Jitsu	https://www.prowessgym.com/	OK	Okmulgee	813 E 6th St
Pure Martial Arts and Fitness	https://puremartialarts.ca	BC	Campbell River	1426 Ironwood St, Campbell River, BC V9W 5T5
Pursuit Jiu Jitsu	https://www.pursuitjj.com	MS	Brookhaven	929 West Chickasaw St, Brookhaven, MS 39601
Quakertown Academy of MMA & Fitness	https://www.mindbodyonline.com/explore/locations/vmma-quakertown	PA	Quakertown	214 N West End Blvd
Quantum Jiu Jitsu	https://www.quantumjj.com	NB	Moncton	
Queens Jiu-Jitsu	https://www.queensjiujitsu.com/	NY	Astoria	
Quincy Brazilian JiuJitsu	https://www.facebook.com/p/Quincy-Brazilian-JiuJitsu-100057115883887/	CA	Quincy	
R.E. Training Center	https://roneyedlerbrazilianjiujitsu.com	KS	Topeka	5711 SW 21st, Topeka, KS 66604
RDA Fitness & MMA	https://rda-fitness-mma.business.site/	TX	San Antonio	15122 Potranco Rd; Suite 102
REFUGE BJJ	https://refugebjj.com/	AZ	Phoenix	
RH Studios BJJ	https://www.instagram.com/rhstudios_bjj/	PA	Philadelphia	10000 Sandmeyer Ln
RISE Athletics	https://www.riseactive.ca	MB	Winkler	245 Kimberly Road, Winkler, MB R6W 0H7
ROCKET CITY REVOLUTION BJJ	https://www.rcrbjj.com/	AL	Madison	
RS MMA and Fitness	https://rsmartialarts.com	KS	Junction City	121 E 6th Street, Junction City, KS 66441
Radical MMA	https://radicalmmanyc.com	NY	New York	235 W 29th St
Raiz Brazilian Jiu-Jitsu	https://www.raizbjj.net/	CA	Eureka	
Range Brazilian Jiu-Jitsu	https://www.rangebjj.com	NY	New York	
Ranieri Paiva Jiu-Jitsu Academy	https://www.atlbjj.com/	GA	Atlanta	2997 Cumberland Blvd SE
Rankin Jiu-Jitsu Academy	https://rankinjiujitsu.com	MS	Brandon	114 E Business Park Dr Ste I, Brandon, MS 39042
Rare Breed Mixed Martial Arts	https://www.rarebreedmma.com/	NJ	Bloomfield	65 Washington St
Reaction MMA	https://www.reactionmma.com	KY	Nicholasville	
Real Deal Martial Arts	https://realdealmartialarts.com	AR	Hot Springs	214 E Grand Ave
Real Fighters Gym, LLC	https://www.realfightersgym.com/	KY	Louisville	2710 Holloway Rd #4
Real World Martial Arts Team Renzo Gracie	https://renzograciedenville.com	NJ	Denville	27 East Main Street
Rebellion Martial Arts	https://www.rebellionmartialarts.com/	OK	Ada	1408 S Main
Recreate Fitness	https://recreatefitness.com/	OR	Portland	2573 NW Thurman St
Red Dawn Combat Club- Fresh Meadows	https://reddawnbjj.com	NY	Fresh Meadows	186-12 Union Turnpike
Red Fox Brazilian Jiu-Jitsu	https://redfoxbjj.com	SC	Hartsville	821 South Fifth Street, Hartsville, SC 29550
Red Hawk Academy	https://www.redhawkacademyaz.com/	AZ	Peoria	
Red Lodge Grindhouse Jiu Jitsu	https://redlodgegrindhouse.com	MT	Red Lodge	111 Broadway Ave S
Red River BJJ	https://redriverbjj.com	TX	Wichita Falls	2526 Missile Rd Suite 1
Red Tiger Martial Arts	https://www.redtigersurrey.com	BC	Surrey	208 - 15290 103A Ave, Surrey, BC V3R 7A2
Redlands Jiu Jitsu	https://redlandsbjj.com	CA	Redlands	310 Alabama st
Regina BJJ	https://reginabjj.com	SK	Regina	
Reign Jiu Jitsu	https://reignbjj.com	TX	Katy	
Relentless Mixed Martial Arts	https://relentless-mma.com	MS	Columbus	128 S. McCrary Rd, Columbus, MS 39702
Relic Jiu Jitsu	https://cp.mystudio.io/t/	FL	Longwood	225 N Ronald Reagan Blvd Suite 103
Relson Gracie Jiu-Jitsu Ronn Shiraki Academy	https://www.ronnshiraki.com	HI	Honolulu	737 Kapahulu Ave, Honolulu, HI 96816
Relson Gracie Jiu-Jitsu Team HK	https://www.graciehonolulu.com	HI	Honolulu	1712 S King Street 2nd Fl #200, Honolulu, HI 96826
Relson Gracie Jiu-Jitsu of West Virginia	https://relsongraciewv.com	WV	Hurricane	3551 Teays Valley Rd, Hurricane, WV 25526
Renaissance Academy of Martial Arts	https://ramarts.com/	VA	Lynchburg	1209 Commerce St
Renegade BJJ and MMA	https://www.facebook.com/Rbjjmma	CO	Greeley	2423 Apple Ave
Renegade Combat Sports Club	https://www.renegadecombatsports.com/	VA	Fredericksburg	1504 Interstate Business Park
Renzo Gracie	https://renzograciecorpuschristi.com/	TX	Corpus Christi	6314 Yorktown Blvd
Renzo Gracie Academy	https://renzogracieacademy.com	NY	New York	
Renzo Gracie Academy Florida	https://renzogracieflorida.com/	FL	Sunrise	1091 Shotgun Rd. Sunrise, FL 33326
Renzo Gracie Bayside	https://renzograciebayside.com	NY	Bayside	
Renzo Gracie Brazilian Jiu Jitsu Morgantown	https://renzograciemorgantown.com	WV	Morgantown	300 Frederick Lane, Morgantown, WV 26508
Renzo Gracie Denville	https://renzograciedenville.com	NJ	Denville	
Renzo Gracie Des Moines	https://renzograciedesmoines.com	IA	Des Moines	4711 University Ave, Des Moines, IA 50311
Renzo Gracie East Side	https://www.renzogracieeastside.com	NY	New York	
Renzo Gracie Fort Lauderdale	https://renzogracieftl.com/	FL	Fort Lauderdale	
Renzo Gracie Fort Lee / TEO BJJ	https://teobjj.com	NJ	Fort Lee	
Renzo Gracie Harrison	https://www.renzograciecrowncollection.com	NJ	Harrison	
Renzo Gracie Jiu Jitsu DFW	https://renzograciejiujitsudfw.com	TX	Hurst	
Renzo Gracie Jiu Jitsu Portland	https://www.renzogracieportland.com/contact/	OR	Portland	833 N Shaver St
Renzo Gracie Jiu-Jitsu Upper West Side	https://www.renzogracieuws.com	NY	New York	Subcellar 246 Columbus Ave
Renzo Gracie Latham	https://renzogracielatham.com/	NY	Latham	
Renzo Gracie Los Angeles	https://renzogracielosangeles.com	CA	Los Angeles	
Renzo Gracie Martinsburg	https://www.renzograciemartinsburg.com	WV	Martinsburg	1211 N Queen Street, Martinsburg, WV 25405
Renzo Gracie NH Exeter	https://renzogracienh.org	NH	Exeter	34 Portsmouth Avenue, Exeter NH 03833
Renzo Gracie NH Manchester	https://renzogracienh.org	NH	Manchester	590 Second Street, Manchester, NH 03102
Renzo Gracie NH Windham	https://renzogracienh.org	NH	Windham	16 Rockingham Rd, Windham, NH 03087
Renzo Gracie Naples	https://renzogracienaples.com	FL	Naples	
Renzo Gracie Nashville	https://renzogracienashville.com	TN	Brentwood	
